"","NR_CONVENIO","ID_PROPOSTA","SIT_CONVENIO","INSTRUMENTO_ATIVO","IND_OPERA_OBTV","DIA_INIC_VIGENC_CONV","DIA_FIM_VIGENC_CONV","Ano_FIM","DIA_FIM_VIGENC_ORIGINAL_CONV","VL_GLOBAL_CONV","VL_REPASSE_CONV","VL_CONTRAPARTIDA_CONV","VALOR_GLOBAL_ORIGINAL_CONV","VALOR_REPASSE_EMENDA","MUNICIPIO","OBJETO_PROPOSTA","NATUREZA_JURIDICA","NM_PROPONENTE","DESC_ORGAO_SUP","DESC_ORGAO","PORCENT_EMENDA","PORCENT_CONTRAPARTIDA","ATRASO","MESES_ATRASO"
"972",862045,1218607,"Convênio Anulado","NÃO","SIM","29/12/2017","31/12/2019",2019,"29/12/2019",531252.91,350000,181252.91,356777.27,0,"DUQUE DE CAXIAS","ESTRUTURAÇÃO DA REDE DE SERVIÇOS DE PROTEÇÃO SOCIAL BÁSICA - CONSTRUÇÃO DE CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS","Administração Pública Municipal","MUNICIPIO DE DUQUE DE CAXIAS","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",0,34.12,"Sim",0
"973",862046,1185218,"Em execução","SIM","SIM","29/12/2017","29/04/2021",2021,"29/04/2021",329624.32,329294.7,329.62,360000,0,"PORCIUNCULA","ESTRUTURAÇÃO DA REDE DE SERVIÇOS DE PROTEÇÃO SOCIAL BÁSICA - CONSTRUÇÃO DE CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS","Administração Pública Municipal","MUNICIPIO DE PORCIUNCULA","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",0,0.1,"Nao",0
"974",862332,1173527,"Em execução","SIM","SIM","29/12/2017","01/04/2021",2019,"31/12/2019",244684.96,243750,934.96,253500,243750,"RIO CLARO","Obra de engenharia civil para construção do Entreposto de Ovos.","Administração Pública Municipal","MUNICIPIO DE RIO CLARO","MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO","MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",99.62,0.38,"Sim",15
"975",862357,1175276,"Em execução","SIM","SIM","29/12/2017","01/04/2021",2019,"30/12/2019",490099.88,489609.78,490.1,505400,489609.78,"PATY DO ALFERES","Obra de Drenagem e Pavimentação no Bairro Santo Antônio Lameirão.","Administração Pública Municipal","MUNICIPIO DE PATY DO ALFERES","MINISTERIO DAS CIDADES","MINISTERIO DAS CIDADES",99.9,0.1,"Sim",15
"976",862501,1249313,"Em execução","SIM","SIM","30/12/2017","28/09/2020",2019,"28/12/2019",451865.96,447347.3,4518.66,539451.5,0,"VOLTA REDONDA","Obra de Engenharia Civil para a construção do Mercado Municipal de Orgânicos do Município de Volta Redonda","Administração Pública Municipal","MUNICIPIO DE VOLTA REDONDA","MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO","MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",0,1,"Sim",9
"977",862539,1175741,"Convênio Anulado","NÃO","SIM","29/12/2017","26/06/2021",2021,"26/06/2021",290000,284374.35,5625.65,NA,284374.35,"ANGRA DOS REIS","Reforma do Terminal Marítimo Abraão no Município de Angra dos Reis-RJ.","Administração Pública Municipal","MUNICIPIO DE ANGRA DOS REIS","MINISTERIO DO TURISMO","MINISTERIO DO TURISMO",98.06,1.94,"Nao",0
"978",862544,1176978,NA,"SIM","SIM","31/12/2017","31/12/2018",2018,"31/12/2018",341468.75,332718.75,8750,NA,0,"SANTO ANTONIO DE PADUA","Implantação e/ou Modernização de Infraestrutura Esportiva","Administração Pública Municipal","MUNICIPIO DE SANTO ANTONIO DE PADUA","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",0,2.56,"Nao",0
"979",862550,1214618,"Em execução","SIM","SIM","29/12/2017","01/04/2021",2019,"31/12/2019",745635.3,744889.66,745.64,780944.56,0,"RIO CLARO","Reforma de quadra de esporte no município de Rio Claro RJ.","Administração Pública Municipal","MUNICIPIO DE RIO CLARO","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",0,0.1,"Sim",15
"980",862618,1163977,NA,"SIM","SIM","01/06/2017","31/12/2018",2018,"31/12/2018",292332.54,285187.5,7145.04,NA,0,"ITATIAIA","Construção de quadra com grama sintética no Município de Itatiaia.","Administração Pública Municipal","MUNICIPIO DE ITATIAIA","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",0,2.44,"Nao",0
"981",862672,1156005,"Em execução","SIM","SIM","29/12/2017","30/04/2021",2021,"30/04/2021",487154.62,486667.47,487.15,5e+05,0,"PORCIUNCULA","APOIO A PROJETOS DE INFRAESTRUTURA TURÍSTICA - Construção de um Parque Natural no Município de Porciúncula - RJ","Administração Pública Municipal","MUNICIPIO DE PORCIUNCULA","MINISTERIO DO TURISMO","MINISTERIO DO TURISMO",0,0.1,"Nao",0
"982",862764,1175991,"Em execução","SIM","SIM","29/12/2017","30/09/2020",2019,"31/12/2019",368937.7,365248.32,3689.38,5e+05,0,"ANGRA DOS REIS","APOIO A PROJETOS DE INFRAESTRUTURA TURÍSTICA - REFORMA E REVITALIZAÇÃO DA ORLA DA PRAIA DO FRADE - MUNICÍPIO DE ANGRA DOS REIS - RJ.","Administração Pública Municipal","MUNICIPIO DE ANGRA DOS REIS","MINISTERIO DO TURISMO","MINISTERIO DO TURISMO",0,1,"Sim",9
"983",862853,1201462,"Em execução","SIM","SIM","29/12/2017","01/04/2021",2019,"31/12/2019",612628.16,460347.91,152280.25,480020.9,0,"RIO CLARO","Reforma de quadraS de esporte no município de Rio Claro RJ.","Administração Pública Municipal","MUNICIPIO DE RIO CLARO","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",0,24.86,"Sim",15
"984",862962,1286746,"Em execução","SIM","SIM","29/12/2017","30/05/2021",2019,"30/12/2019",485187.68,484702.49,485.19,488010,0,"MIGUEL PEREIRA","Construção e modernização de infraestrutura esportiva no município de Miguel Pereira","Administração Pública Municipal","MUNICIPIO DE MIGUEL PEREIRA","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",0,0.1,"Sim",17
"985",862965,1286781,"Convênio Anulado","NÃO","SIM","29/12/2017","29/12/2019",2019,"29/12/2019",500968.06,487500,13468.06,488000,0,"RIO DAS FLORES","Implantação e Modernização de Infraestrutura Esportiva.","Administração Pública Municipal","MUNICIPIO DE RIO DAS FLORES","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",0,2.69,"Nao",0
"986",862972,1286812,"Em execução","SIM","SIM","29/12/2017","30/04/2021",2021,"30/04/2021",292792.79,292500,292.79,297500,0,"PORCIUNCULA","Construção, Ampliação e Reforma de Quadra Esportiva","Administração Pública Municipal","MUNICIPIO DE PORCIUNCULA","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",0,0.1,"Nao",0
"987",862979,1287130,"Em execução","SIM","SIM","29/12/2017","01/04/2021",2019,"26/12/2019",492424.24,487500,4924.24,497500,0,"RESENDE","Implantação de Praça Esportiva no Município de Resende","Administração Pública Municipal","MUNICIPIO DE RESENDE","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",0,1,"Sim",15
"988",863079,1187900,"Convênio Anulado","NÃO","SIM","29/12/2017","31/12/2019",2019,"29/12/2019",356777.27,350000,6777.27,NA,0,"DUQUE DE CAXIAS","ESTRUTURAÇÃO DA REDE DE SERVIÇOS DE PROTEÇÃO SOCIAL BÁSICA - CONSTRUÇÃO DE CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS","Administração Pública Municipal","MUNICIPIO DE DUQUE DE CAXIAS","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",0,1.9,"Sim",0
"989",863142,1170625,"Em execução","SIM","SIM","29/12/2017","01/04/2021",2019,"29/12/2019",367256.96,303158.7,64098.26,308427.64,303158.7,"BARRA MANSA","IMPLANTAÇÃO E MODERNIZAÇÃO DE INFRAESTRUTURA PARA O ESPORTE EDUCACIONAL, RECREATIVO E DE LAZER","Administração Pública Municipal","MUNICIPIO DE BARRA MANSA","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",82.55,17.45,"Sim",15
"990",863160,1169199,"Em execução","SIM","SIM","29/12/2017","29/04/2021",2019,"29/12/2019",450145.09,263108.62,187036.47,315730,263108.62,"DUQUE DE CAXIAS","IMPLANTAÇÃO E OU MODERNIZAÇÃO DE INFRAESTRUTURA ESPORTIVA","Administração Pública Municipal","MUNICIPIO DE DUQUE DE CAXIAS","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",58.45,41.55,"Sim",16
"991",863430,1167568,"Convênio Anulado","NÃO","SIM","30/12/2017","11/09/2020",2020,"11/09/2020",1811053.33,1786053.33,25000,NA,1786053.33,"SAO JOAO DE MERITI","CONTENÇÃO DE ENCOSTAS.","Administração Pública Municipal","MUNICIPIO DE SAO JOAO DE MERITI","MINISTERIO DAS CIDADES","MINISTERIO DAS CIDADES",98.62,1.38,"Nao",0
"992",863537,1289704,NA,"SIM","SIM","29/12/2017","27/07/2018",2018,"27/07/2018",502475,487500,14975,NA,0,"CARAPEBUS","Recuperação da infra estrutura esportiva no município de Carapebus/RJ.","Administração Pública Municipal","MUNICIPIO DE CARAPEBUS","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",0,2.98,"Nao",0
"993",863538,1289603,"Convênio Anulado","NÃO","SIM","30/12/2017","30/04/2020",2020,"30/04/2020",497500,487500,10000,NA,0,"MACUCO","Implantação e Modernização de Infraestrutura Esportiva no Município de Macuco/RJ.","Administração Pública Municipal","MUNICIPIO DE MACUCO","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",0,2.01,"Nao",0
"994",863540,1289251,"Proposta/Plano de Trabalho Aprovado","SIM","SIM","28/12/2017","30/08/2021",2021,"30/08/2021",5e+05,487500,12500,NA,0,"NOVA FRIBURGO","Implantação e / ou Modernização de Infraestrutura Esportiva","Administração Pública Municipal","MUNICIPIO DE NOVA FRIBURGO","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",0,2.5,"Nao",0
"995",863541,1286018,"Em execução","SIM","SIM","30/12/2017","31/12/2020",2020,"30/08/2020",298230.27,297932.04,298.23,497500,0,"SAO JOAO DA BARRA","Implantação e / ou modernização de infraestrutura esportiva","Administração Pública Municipal","MUNICIPIO DE SAO JOAO DA BARRA","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",0,0.1,"Sim",4
"996",863577,1174995,"Em execução","SIM","SIM","30/12/2017","29/01/2021",2019,"19/12/2019",505020.6,499969.6,5051,NA,499969.6,"CAMPOS DOS GOYTACAZES","Ampliação de sala de pesquisa, aquisição e Instalação de sistema de geração de energia fotovoltaica nas coberturas dos prédio P4 (CCTA e CBB) e P5 (CBB e CCT) da UENF.","Administração Pública Estadual ou do Distrito Federal","UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO - UENF","MINISTERIO DA EDUCACAO","FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO",99,1,"Sim",14
"997",863639,1220719,"Em execução","SIM","SIM","30/12/2017","01/04/2021",2019,"30/11/2019",1617997.4,1462500,155497.4,1646666.3,0,"BARRA DO PIRAI","Implantação e Modernização de Infraestrutura esportiva","Administração Pública Municipal","MUNICIPIO DE BARRA DO PIRAI","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",0,9.61,"Sim",16
"998",863640,1221847,"Convênio Anulado","NÃO","SIM","30/12/2017","31/12/2019",2019,"30/12/2019",2301941.78,2035606.88,266334.9,3307500,0,"DUQUE DE CAXIAS","Implantação e Modernização de equipamentos poliesportivos em Duque de Caxias.","Administração Pública Municipal","MUNICIPIO DE DUQUE DE CAXIAS","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",0,11.57,"Sim",0
"999",863663,1257330,"Convênio Anulado","NÃO","SIM","30/12/2017","31/12/2019",2019,"31/12/2019",491250,487500,3750,NA,0,"AREAL","Construção de Infraestrutura Esportiva.","Administração Pública Municipal","MUNICIPIO DE AREAL","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",0,0.76,"Nao",0
"1000",863672,1289277,"Proposta/Plano de Trabalho Complementado Enviado para Análise","SIM","SIM","28/12/2017","30/08/2021",2021,"30/08/2021",985000,975000,10000,NA,0,"NOVA FRIBURGO","Implantação e / ou Modernização de Infraestrutura Esportiva","Administração Pública Municipal","MUNICIPIO DE NOVA FRIBURGO","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",0,1.02,"Nao",0
"1001",863675,1289409,"Convênio Anulado","NÃO","SIM","30/12/2017","28/12/2019",2019,"28/12/2019",492500,487500,5000,NA,0,"VOLTA REDONDA","Construção de quadra poliesportiva no município de Volta Redonda/RJ","Administração Pública Municipal","MUNICIPIO DE VOLTA REDONDA","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",0,1.02,"Nao",0
"1002",863678,1289421,"Em execução","SIM","SIM","30/12/2017","01/04/2021",2019,"29/12/2019",858809.88,487500,371309.88,497250,0,"RESENDE","Implantação e/ou modernização de infraestrutura esportiva  no Município de Resende.","Administração Pública Municipal","MUNICIPIO DE RESENDE","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",0,43.24,"Sim",15
"1003",863863,1288212,"Convênio Anulado","NÃO","SIM","30/12/2017","29/09/2020",2020,"29/09/2020",989299.6,987600,1699.6,988600,0,"RIO DAS FLORES","Construção de Recapeamento Asfáltico em Rio das Flôres/RJ.","Administração Pública Municipal","MUNICIPIO DE RIO DAS FLORES","MINISTERIO DO DESENVOLVIMENTO REGIONAL","MINISTERIO DO DESENVOLVIMENTO REGIONAL",0,0.17,"Nao",0
"1004",863941,1288518,"Convênio Anulado","NÃO","SIM","30/12/2017","30/10/2020",2019,"01/05/2019",2020772.81,1976600,44172.81,NA,0,"ANGRA DOS REIS","Implanta<U+FFFD><U+FFFD>o de Recapeamento Asf<U+FFFD>ltico na Estrada do Contorno no munic<U+FFFD>pio de Angra dos Reis/ RJ.","Administração Pública Municipal","MUNICIPIO DE ANGRA DOS REIS","MINISTERIO DO DESENVOLVIMENTO REGIONAL","MINISTERIO DO DESENVOLVIMENTO REGIONAL",0,2.19,"Sim",18
"1005",863970,1274057,"Convênio Anulado","NÃO","SIM","30/12/2017","20/12/2020",2019,"20/12/2019",1171143.5,1169972.36,1171.14,1171550,0,"MIGUEL PEREIRA","IMPLANTAÇÃO E/OU MODERNIZAÇÃO DE INFRAESTRUTURA ESPORTIVA NO MUNICÍPIO DE MIGUEL PEREIRA","Administração Pública Municipal","MUNICIPIO DE MIGUEL PEREIRA","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",0,0.1,"Sim",12
"1006",863983,1288545,"Em execução","SIM","SIM","30/12/2017","30/08/2021",2021,"30/08/2021",999298.77,987600,11698.77,1e+06,0,"PORCIUNCULA","Pavimentação de diversas Ruas no Perimetro Urbano do Municipio de Porciúncula/RJ","Administração Pública Municipal","MUNICIPIO DE PORCIUNCULA","MINISTERIO DO DESENVOLVIMENTO REGIONAL","MINISTERIO DO DESENVOLVIMENTO REGIONAL",0,1.17,"Nao",0
"1007",863985,1288460,"Em execução","SIM","SIM","30/12/2017","31/12/2020",2019,"01/11/2019",1e+06,987600,12400,NA,0,"TANGUA","Obra de Pavimentação de Vias e Drenagem de Águas Pluviais de diversos lougrdouros","Administração Pública Municipal","MUNICIPIO DE TANGUA","MINISTERIO DO DESENVOLVIMENTO REGIONAL","MINISTERIO DO DESENVOLVIMENTO REGIONAL",0,1.24,"Sim",14
"1008",864463,1329233,"Proposta/Plano de Trabalho Aprovado","SIM","SIM","01/07/2018","01/06/2021",2021,"01/06/2021",4e+06,4e+06,0,NA,4e+06,"DUAS BARRAS","AMPLIAÇÃO DO SISTEMA DE ESGOTAMENTO SANITÁRIO","Administração Pública Municipal","MUNICIPIO DE DUAS BARRAS","MINISTERIO DA SAUDE","FUNDACAO NACIONAL DE SAUDE",100,0,"Nao",0
"1009",864468,1326971,"Em execução","SIM","SIM","28/12/2018","31/12/2021",2021,"31/12/2021",4e+06,4e+06,0,NA,4e+06,"SAO JOSE DO VALE DO RIO PRETO","Implantação de Sistema de Esgotamento Sanitário no Município de São José do Vale do Rio Preto RJ","Administração Pública Municipal","MUNICIPIO DE SAO JOSE DO VALE DO RIO PRETO","MINISTERIO DA SAUDE","FUNDACAO NACIONAL DE SAUDE",100,0,"Nao",0
"1010",864469,1326648,"Em execução","SIM","SIM","01/06/2018","01/05/2021",2021,"01/05/2021",4e+06,4e+06,0,NA,4e+06,"TRAJANO DE MORAIS","Implantação de Sistema de Esgotamento Sanitário no Município de Trajano de Moraes - RJ","Administração Pública Municipal","MUNICIPIO DE TRAJANO DE MORAES","MINISTERIO DA SAUDE","FUNDACAO NACIONAL DE SAUDE",100,0,"Nao",0
"1011",864470,1326786,"Em execução","SIM","SIM","01/06/2018","01/05/2021",2021,"01/05/2021",4e+06,4e+06,0,NA,4e+06,"SAO SEBASTIAO DO ALTO","Ampliação do Sistema de Esgotamento Sanitário no Município de São Sebastião do Alto/RJ.","Administração Pública Municipal","MUNICIPIO DE SAO SEBASTIAO DO ALTO","MINISTERIO DA SAUDE","FUNDACAO NACIONAL DE SAUDE",100,0,"Nao",0
"1012",864471,1326411,"Em execução","SIM","SIM","29/06/2018","29/06/2021",2021,"29/06/2021",6908073.99,6908073.99,0,NA,6908073.99,"BOM JARDIM","Implantação de Sistema de Esgotamento Sanitário no  Município de Bom Jardim - RJ.","Administração Pública Municipal","MUNICIPIO DE BOM JARDIM","MINISTERIO DA SAUDE","FUNDACAO NACIONAL DE SAUDE",100,0,"Nao",0
"1013",864477,1325748,"Em execução","SIM","SIM","01/06/2018","01/05/2021",2021,"01/05/2021",4e+06,4e+06,0,NA,4e+06,"RIO CLARO","Implantação de Sistema de Esgotamento Sanitário no Município de Rio Claro - RJ.","Administração Pública Municipal","MUNICIPIO DE RIO CLARO","MINISTERIO DA SAUDE","FUNDACAO NACIONAL DE SAUDE",100,0,"Nao",0
"1014",864478,1325257,"Em execução","SIM","SIM","31/12/2018","31/12/2021",2021,"31/12/2021",4e+06,4e+06,0,NA,4e+06,"SANTO ANTONIO DE PADUA","Implantação de Sistema de Esgotamento Sanitário no Município de Santo Antônio de Pádua – RJ","Administração Pública Municipal","MUNICIPIO DE SANTO ANTONIO DE PADUA","MINISTERIO DA SAUDE","FUNDACAO NACIONAL DE SAUDE",100,0,"Nao",0
"1015",864479,1325864,"Em execução","SIM","SIM","01/06/2018","01/05/2021",2021,"01/05/2021",4e+06,4e+06,0,NA,4e+06,"SAO FRANCISCO DE ITABAPOANA","Implantação do Sistema de Esgotamento Sanitário no Município de São Francisco de Itabapoana/RJ.","Administração Pública Municipal","MUNICIPIO DE SAO FRANCISCO DE ITABAPOANA","MINISTERIO DA SAUDE","FUNDACAO NACIONAL DE SAUDE",100,0,"Nao",0
"1016",864482,1325379,"Em execução","SIM","SIM","01/06/2018","01/05/2021",2021,"01/05/2021",4e+06,4e+06,0,NA,4e+06,"VARRE-SAI","Implantação do Sistema de Esgotamento Sanitário no Município de Varre-Sai/RJ","Administração Pública Municipal","MUNICIPIO DE VARRE-SAI","MINISTERIO DA SAUDE","FUNDACAO NACIONAL DE SAUDE",100,0,"Nao",0
"1017",864484,1324869,"Em execução","SIM","SIM","01/06/2018","01/05/2021",2021,"01/05/2021",4e+06,4e+06,0,NA,4e+06,"APERIBE","IMPLANTAÇÃO DE SISTEMA DE ESGOTAMENTO SANITÁRIO NO MUNICÍPIO DE APERIBÉ/RJ.","Administração Pública Municipal","MUNICIPIO DE APERIBE","MINISTERIO DA SAUDE","FUNDACAO NACIONAL DE SAUDE",100,0,"Nao",0
"1018",864485,1324767,"Em execução","SIM","SIM","01/06/2018","01/05/2021",2021,"01/05/2021",4e+06,4e+06,0,NA,4e+06,"ITAOCARA","IMPLANTAÇÃO DE SISTEMA DE ESGOTAMENTO SANITÁRIO NO MUNICÍPIO DE ITAOCARA-RJ","Administração Pública Municipal","MUNICIPIO DE ITAOCARA","MINISTERIO DA SAUDE","FUNDACAO NACIONAL DE SAUDE",100,0,"Nao",0
"1019",864487,1324850,"Em execução","SIM","SIM","01/06/2018","01/05/2021",2021,"01/05/2021",4e+06,4e+06,0,NA,4e+06,"PORCIUNCULA","Implantação de Sistema de Esgotamento Sanitário no Municipio de Porciúncula RJ","Administração Pública Municipal","MUNICIPIO DE PORCIUNCULA","MINISTERIO DA SAUDE","FUNDACAO NACIONAL DE SAUDE",100,0,"Nao",0
"1020",864493,1324355,"Convênio Rescindido","NÃO","SIM","01/06/2018","01/05/2021",2021,"01/05/2021",4e+06,4e+06,0,NA,4e+06,"ITATIAIA","Implantação do Sistema de Esgotamento Sanitário do município de Itatiaia/RJ.","Administração Pública Municipal","MUNICIPIO DE ITATIAIA","MINISTERIO DA SAUDE","FUNDACAO NACIONAL DE SAUDE",100,0,"Nao",0
"1021",864495,1324442,"Em execução","SIM","SIM","01/06/2018","01/05/2021",2021,"01/05/2021",4e+06,4e+06,0,NA,4e+06,"MIGUEL PEREIRA","IMPLANTAÇÃO DE SISTEMAS DE ESGOTAMENTO SANITÁRIO NO MUNICÍPIO DE MIGUEL PEREIRA - RJ","Administração Pública Municipal","MUNICIPIO DE MIGUEL PEREIRA","MINISTERIO DA SAUDE","FUNDACAO NACIONAL DE SAUDE",100,0,"Nao",0
"1022",864500,1324072,"Em execução","SIM","SIM","01/06/2018","01/05/2021",2021,"01/05/2021",4e+06,4e+06,0,NA,4e+06,"SAO JOSE DE UBA","Implantação de Sistema de Esgotamento Sanitário no Município de São Jose de Uba – RJ","Administração Pública Municipal","MUNICIPIO DE SAO JOSE DE UBA","MINISTERIO DA SAUDE","FUNDACAO NACIONAL DE SAUDE",100,0,"Nao",0
"1023",864503,1324147,"Em execução","SIM","SIM","31/12/2018","31/12/2021",2021,"31/12/2021",4005000,4e+06,5000,NA,4e+06,"RIO DAS FLORES","Implantação de Sistemas Públicos de Esgotamento Sanitário em Rio das Flôres -RJ.","Administração Pública Municipal","MUNICIPIO DE RIO DAS FLORES","MINISTERIO DA SAUDE","FUNDACAO NACIONAL DE SAUDE",99.88,0.12,"Nao",0
"1024",864515,1324884,"Em execução","SIM","SIM","01/06/2018","01/05/2021",2021,"01/05/2021",1452000,1450000,2000,NA,1450000,"RIO DAS FLORES","Implantação do Sistema de Abastecimento de Água em Rio das Flôres/RJ.","Administração Pública Municipal","MUNICIPIO DE RIO DAS FLORES","MINISTERIO DA SAUDE","FUNDACAO NACIONAL DE SAUDE",99.86,0.14,"Nao",0
"1025",864790,1325708,"Em execução","SIM","SIM","01/06/2018","01/05/2021",2021,"01/05/2021",4e+06,4e+06,0,NA,4e+06,"SAPUCAIA","Implantação do Sistema de Abastecimento de Água do Município de Sapucaia-RJ.","Administração Pública Municipal","MUNICIPIO DE SAPUCAIA","MINISTERIO DA SAUDE","FUNDACAO NACIONAL DE SAUDE",100,0,"Nao",0
"1026",864796,1331062,NA,"SIM","SIM","01/06/2018","01/05/2021",2021,"01/05/2021",4e+06,4e+06,0,NA,4e+06,"PIRAI","Implantação e/ou ampliação de Sistema de Esgotamento Sanitário no Município de Piraí-RJ.","Administração Pública Municipal","MUNICIPIO DE PIRAI","MINISTERIO DA SAUDE","FUNDACAO NACIONAL DE SAUDE",100,0,"Nao",0
"1027",864801,1329208,NA,"SIM","SIM","29/06/2018","29/05/2021",2021,"29/05/2021",4005000,4e+06,5000,NA,4e+06,"CARDOSO MOREIRA","IMPLANTAÇÃO DE SISTEMAS PÚBLICOS DE ESGOTAMENTO SANITÁRIO - CARDOSO MOREIRA / RJ","Administração Pública Municipal","MUNICIPIO DE CARDOSO MOREIRA","MINISTERIO DA SAUDE","FUNDACAO NACIONAL DE SAUDE",99.88,0.12,"Nao",0
"1028",864804,1327120,"Em execução","SIM","SIM","30/11/2018","07/11/2021",2021,"07/11/2021",6500000,6500000,0,NA,6500000,"SAO JOAO DA BARRA","Ampliação de Sistema Público de Esgotamento Sanitário no Município de São João da Barra/RJ.","Administração Pública Municipal","MUNICIPIO DE SAO JOAO DA BARRA","MINISTERIO DA SAUDE","FUNDACAO NACIONAL DE SAUDE",100,0,"Nao",0
"1029",864805,1326847,"Em execução","SIM","SIM","31/12/2018","31/12/2021",2021,"31/12/2021",8040000,8e+06,40000,NA,8e+06,"QUISSAMA","Implantação de Sistema de Esgotamento Sanitário na localidade de Barra do Furado no Município de Quissamã/RJ.","Administração Pública Municipal","MUNICIPIO DE QUISSAMA","MINISTERIO DA SAUDE","FUNDACAO NACIONAL DE SAUDE",99.5,0.5,"Nao",0
"1030",864810,1325064,"Em execução","SIM","SIM","29/06/2018","29/05/2021",2021,"29/05/2021",4004000,4e+06,4000,NA,4e+06,"ENGENHEIRO PAULO DE FRONTIN","Ampliação do Sistema de Esgotamento Sanitário no Município de Engenheiro de Paulo Frontin/RJ.","Administração Pública Municipal","MUNICIPIO DE ENGENHEIRO PAULO DE FRONTIN","MINISTERIO DA SAUDE","FUNDACAO NACIONAL DE SAUDE",99.9,0.1,"Nao",0
